"","Sitio","Grupo","Tipo","Fecha","Transecto","Bloque","Numero","SHJ_ID","FVE_ID","DFM_ID","Final_ID","Codigo","Largo","Swab","Dedo","Recap","Foto","Muerto","Notas","...20","sample_date","year"
"874","GP-C","Aniseto-Caucho","C","21/11/22",1,"C","875","priach","priach","priach","priach","4000",2.2,"Y","Y","N","875",NA,NA,NA,2022-11-21,"2022"
"875","GP-C","Aniseto-Caucho","C","21/11/22",2,"A","876","pri?","prisub","priaffsub?","rev JMG","4000",2.5,"Y","Y","N","876",NA,"liberado, igual a otro colectado",NA,2022-11-21,"2022"
"876","GP-C","Aniseto-Caucho","C","21/11/22",2,"A","877","priach","priach","priach","priach","4000",3.6,"Y","Y","N","877",NA,NA,NA,2022-11-21,"2022"
"877","GP-C","Aniseto-Caucho","C","21/11/22",2,"B","878","priach","priach","priach","priach","4000",3.6,"Y","Y","N","874",NA,NA,NA,2022-11-21,"2022"
"878","GP-C","Aniseto-Caucho","C","21/11/22",2,"C","879","priach","priach","priach","priach","4000",2.8,"Y","Y","N","879",NA,NA,NA,2022-11-21,"2022"
"879","GP-C","Aniseto-Caucho","C","21/11/22",2,"C","880","priach","priach","priach","priach","4000",3,"Y","Y","N","880",NA,NA,NA,2022-11-21,"2022"
"880","GP-C","Aniseto-Caucho","C","21/11/22",3,"B","881","priach","priach","priach","priach","4000",2.5,"Y","Y","N","880",NA,NA,NA,2022-11-21,"2022"
"881","GP-C","Aniseto-Caucho","C","21/11/22",3,"D","882","priach","priach","priach","priach","4000",2.8,"Y","Y","N","882",NA,NA,NA,2022-11-21,"2022"
"882","GP-C","Aniseto-Caucho","C","21/11/22",3,"D","883","priach","priach","priach","priach","4000",2.8,"Y","Y","N","879",NA,NA,NA,2022-11-21,"2022"
"883","GP-C","Aniseto-Caucho","C","21/11/22",4,"B","884","priach","priach","priach","priach","4000",2.5,"Y","Y","N","880",NA,NA,NA,2022-11-21,"2022"
"884","GP-C","Aniseto-Caucho","C","21/11/22",4,"D","885","priach","priach","priach","priach","4000",2.8,"Y","Y","N","879",NA,NA,NA,2022-11-21,"2022"
"885","GP-C","Aniseto-Caucho","C","21/11/22",4,"D","886","priach","priach","priach","priach","4000",3.5,"Y","Y","N","886",NA,NA,NA,2022-11-21,"2022"
"886","GP-N","Aniseto-Caucho","C","21/11/22",1,"C","887","pri?","pri?","priwal","priwal","3000",1.9,"Y","Y","N","887",NA,"liberado",NA,2022-11-21,"2022"
"887","GP-N","Aniseto-Caucho","C","21/11/22",2,"D","888","pri?","pri?","prilat","prilat","3000",2.4,"Y","Y","N","888","colectado",NA,NA,2022-11-21,"2022"
"888","GP-N","Aniseto-Caucho","C","21/11/22",3,"B","889","priach","priach","priach","priach","3000",2.8,"Y","Y","N","880",NA,NA,NA,2022-11-21,"2022"
"889","GP-N","Aniseto-Caucho","C","21/11/22",3,"D","890","priach","priach","priach","priach","3000",3.8,"Y","Y","N","890",NA,NA,NA,2022-11-21,"2022"
"890","PM-C","Aniseto-Caucho","C","22/11/22",1,"B","891","leplab","leplab","leplab","leplab","20",5.5,"Y","Y","N","891",NA,"Leptodactylus labrosus",NA,2022-11-22,"2022"
"891","PM-C","Aniseto-Caucho","C","22/11/22",1,"B","892","priach","priach","priach","priach","20",3.1,"Y","Y","N","892",NA,NA,NA,2022-11-22,"2022"
"892","PM-C","Aniseto-Caucho","C","22/11/22",1,"C","893","priach","priach","priach","priach","20",2.4,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"893","PM-C","Aniseto-Caucho","C","22/11/22",1,"D","894","boaboa","boaboa","trajor","trajor","20",4.7,"Y","Y","N","894",NA,NA,NA,2022-11-22,"2022"
"894","PM-C","Aniseto-Caucho","C","22/11/22",2,"B","895","priach","priach","priach","priach","20",2.7,"Y","Y","N","895",NA,NA,NA,2022-11-22,"2022"
"895","PM-C","Aniseto-Caucho","C","22/11/22",2,"B","896","priach","priach","priach","priach","20",2.7,"Y","Y","N","896",NA,NA,NA,2022-11-22,"2022"
"896","PM-C","Aniseto-Caucho","C","22/11/22",3,"A","897","scitsa","scitsa","boapel","boapel","20",3,"Y","Y","N","897",NA,"Scinax tsachila",NA,2022-11-22,"2022"
"897","PM-C","Aniseto-Caucho","C","22/11/22",3,"D","898","priach","priach","priach","priach","20",2.9,"Y","Y","N","898",NA,NA,NA,2022-11-22,"2022"
"898","PM-C","Aniseto-Caucho","C","22/11/22",3,"D","899","priach","priach","priach","priach","20",2.7,"Y","Y","N","899",NA,NA,NA,2022-11-22,"2022"
"899","PM-C","Aniseto-Caucho","C","22/11/22",4,"A","900","priach","priach","priach","priach","20",3,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"900","PM-C","Aniseto-Caucho","C","22/11/22",4,"B","901","priach","priach","priach","priach","20",2.5,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"901","PM-C","Aniseto-Caucho","C","22/11/22",4,"C","902","priach","priach","priach","priach","20",3.1,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"902","PM-C","Aniseto-Caucho","C","22/11/22",4,"C","903","priach","priach","priach","priach","20",2.1,"Y","Y","N","892",NA,NA,NA,2022-11-22,"2022"
"903","PM-C","Aniseto-Caucho","C","22/11/22",4,"D","904","priach","priach","priach","priach","20",3,"Y","Y","N","895",NA,NA,NA,2022-11-22,"2022"
"904","PM-C","Aniseto-Caucho","C","22/11/22",4,"D","905","priach","priach","priach","priach","20",2.8,"Y","Y","N","905",NA,NA,NA,2022-11-22,"2022"
"905","PM-N","Aniseto-Caucho","N","22/11/22",1,"C","906","priach","priach","priach","priach","5",2.5,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"906","PM-N","Aniseto-Caucho","N","22/11/22",1,"D","907","priach","priach","priach","priach","5",2.3,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"907","PM-N","Aniseto-Caucho","N","22/11/22",1,"D","908","priach","priach","priach","priach","5",3,"Y","Y","N","895",NA,NA,NA,2022-11-22,"2022"
"908","PM-N","Aniseto-Caucho","N","22/11/22",2,"A","909","priach","priach","priach","priach","5",3.1,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"909","PM-N","Aniseto-Caucho","N","22/11/22",2,"D","910","priach","priach","priach","priach","5",2.6,"Y","Y","N","910",NA,NA,NA,2022-11-22,"2022"
"910","PM-N","Aniseto-Caucho","N","22/11/22",2,"D","911","prisub","pri?","prisub","prisub","5",3,"Y","Y","N","911",NA,"P. subsigillatus confirmado por Guayasamin y liberado",NA,2022-11-22,"2022"
"911","PM-N","Aniseto-Caucho","N","22/11/22",3,"A","912","priach","priach","priach","priach","5",2.5,"Y","Y","N","912",NA,NA,NA,2022-11-22,"2022"
"912","PM-N","Aniseto-Caucho","N","22/11/22",3,"A","913","priach","priach","priach","priach","5",2.7,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"913","PM-N","Aniseto-Caucho","N","22/11/22",3,"C","914","priach","priach","priach","priach","5",3,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"914","PM-N","Aniseto-Caucho","N","22/11/22",3,"D","915","priach","priach","priach","priach","5",4,"Y","Y","N","892",NA,NA,NA,2022-11-22,"2022"
"915","PM-N","Aniseto-Caucho","N","22/11/22",3,"D","916","priach","priach","priach","priach","5",2.5,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"916","PM-N","Aniseto-Caucho","N","22/11/22",3,"D","917","priach","priach","priach","priach","5",2.8,"Y","Y","N","917",NA,NA,NA,2022-11-22,"2022"
"917","PM-N","Aniseto-Caucho","N","22/11/22",4,"A","918","priach","priach","priach","priach","5",3,"Y","Y","N","910",NA,NA,NA,2022-11-22,"2022"
"918","PM-N","Aniseto-Caucho","N","22/11/22",4,"A","919","priach","priach","priach","priach","5",2.8,"Y","Y","N","893",NA,NA,NA,2022-11-22,"2022"
"919","PM-N","Aniseto-Caucho","N","22/11/22",4,"C","920","priach","priach","priach","priach","5",2.8,"Y","Y","N","920",NA,"burbuja en garganta",NA,2022-11-22,"2022"
"920","GP-N","Aniseto-Caucho","N","23/11/22",2,"A","921","priach","priach","priach","priach","3000",3.6,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"921","GP-N","Aniseto-Caucho","N","23/11/22",3,"C","922","pri?","pri?","priwal","priwal","3000",1.6,"Y","Y","N","922",NA,"liberado, es igual al colectado negro y amarillo",NA,2022-11-23,"2022"
"922","GP-N","Aniseto-Caucho","N","23/11/22",3,"D","923","priach","priach","priach","priach","3000",2.8,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"923","GP-C","Aniseto-Caucho","C","23/11/22",1,"C","924","barpul","barpul","barpul","barpul","4000",2.2,"Y","Y","N","924",NA,NA,NA,2022-11-23,"2022"
"924","GP-C","Aniseto-Caucho","C","23/11/22",2,"A","925","priach","priach","priach","priach","4000",2.7,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"925","GP-C","Aniseto-Caucho","C","23/11/22",3,"C","926","hyafle","terspi","hyatat","hyatat","4000",1.7,"Y","Y","N","926",NA,"Hyalinobatrachium fleischmanni por JMG, liberado. FVE piensa que es Teratohyla spinosa. Ahora confirmado como Hyalinobatrachium tatayoi",NA,2022-11-23,"2022"
"926","GP-C","Aniseto-Caucho","C","23/11/22",3,"C","927","priach","priach","priach","priach","4000",2.6,"Y","Y","N","R193",NA,NA,NA,2022-11-23,"2022"
"927","GP-C","Aniseto-Caucho","C","23/11/22",3,"C","928","priach","priach","priach","priach","4000",3.7,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"928","GP-C","Aniseto-Caucho","C","23/11/22",3,"C","929","priach","priach","priach","priach","4000",3,"Y","Y","N","R193",NA,NA,NA,2022-11-23,"2022"
"929","GP-C","Aniseto-Caucho","C","23/11/22",3,"C","930","barpul","barpul","barpul","barpul","4000",2.6,"Y","Y","N","924",NA,NA,NA,2022-11-23,"2022"
"930","GP-C","Aniseto-Caucho","C","23/11/22",4,"A","931","priach","priach","priach","priach","4000",3.8,"Y","Y","N","R192",NA,NA,NA,2022-11-23,"2022"
"931","GP-C","Aniseto-Caucho","C","23/11/22",4,"B","932","priach","priach","priach","priach","4000",2.7,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"932","GP-C","Aniseto-Caucho","C","23/11/22",4,"C","933","priach","priach","priach","priach","4000",2.6,"Y","Y","N","921",NA,NA,NA,2022-11-23,"2022"
"933","PM-C","Aniseto-Caucho","C","24/11/22",1,"B","934","priach","priach","priach","priach","20",1.7,"Y","Y","N","R195",NA,NA,NA,2022-11-24,"2022"
"934","PM-C","Aniseto-Caucho","C","24/11/22",1,"D","935","boaboa","boaboa","trajor","trajor","20",5.5,"Y","Y","N","935",NA,"Trachycephalus jordani",NA,2022-11-24,"2022"
"935","PM-C","Aniseto-Caucho","C","24/11/22",1,"D","936","priach","priach","priach","priach","20",3.6,"Y","Y","N","936",NA,NA,NA,2022-11-24,"2022"
"936","PM-C","Aniseto-Caucho","C","24/11/22",2,"A","937","priach","priach","priach","priach","20",1.7,"Y","Y","N","R195",NA,NA,NA,2022-11-24,"2022"
"937","PM-C","Aniseto-Caucho","C","24/11/22",2,"A","938","priach","priach","priach","priach","20",2.8,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"938","PM-C","Aniseto-Caucho","C","24/11/22",2,"A","939","priach","priach","priach","priach","20",3.3,"Y","Y","N","939",NA,NA,NA,2022-11-24,"2022"
"939","PM-C","Aniseto-Caucho","C","24/11/22",2,"B","940","priach","priach","priach","priach","20",3.1,"Y","Y","N","R195",NA,NA,NA,2022-11-24,"2022"
"940","PM-C","Aniseto-Caucho","C","24/11/22",2,"C","941","priach","priach","priach","priach","20",2.3,"Y","Y","N","936",NA,NA,NA,2022-11-24,"2022"
"941","PM-C","Aniseto-Caucho","C","24/11/22",2,"C","942","boapel","boapel","boapel","boapel","20",5.3,"Y","Y","N","942",NA,NA,NA,2022-11-24,"2022"
"942","PM-C","Aniseto-Caucho","C","24/11/22",2,"C","943","priach","priach","priach","priach","20",3.5,"Y","Y","N","R195",NA,NA,NA,2022-11-24,"2022"
"943","PM-C","Aniseto-Caucho","C","24/11/22",3,"B","944","priach","priach","priach","priach","20",2.9,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"944","PM-C","Aniseto-Caucho","C","24/11/22",3,"C","945","priach","priach","priach","priach","20",3.7,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"945","PM-C","Aniseto-Caucho","C","24/11/22",3,"D","946","priach","priach","priach","priach","20",2.6,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"946","PM-C","Aniseto-Caucho","C","24/11/22",3,"D","947","priach","priach","priach","priach","20",2.9,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"947","PM-C","Aniseto-Caucho","C","24/11/22",4,"A","948","scitsa","scitsa","boapel","boapel","20",2.5,"Y","Y","N","948",NA,NA,NA,2022-11-24,"2022"
"948","PM-C","Aniseto-Caucho","C","24/11/22",4,"B","949","priach","priach","priach","priach","20",3.3,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"949","PM-C","Aniseto-Caucho","C","24/11/22",4,"C","950","priach","priach","priach","priach","20",2.6,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"950","PM-C","Aniseto-Caucho","C","24/11/22",4,"D","951","priach","priach","priach","priach","20",2.4,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"951","PM-C","Aniseto-Caucho","C","24/11/22",4,"D","952","priach","priach","priach","priach","20",2.5,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"952","PM-C","Aniseto-Caucho","C","24/11/22",4,"D","953","priach","priach","priach","priach","20",3.4,"Y","Y","N","939",NA,NA,NA,2022-11-24,"2022"
"953","PM-N","Aniseto-Caucho","N","24/11/22",1,"A","954","priach","priach","priach","priach","5",2.6,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"954","PM-N","Aniseto-Caucho","N","24/11/22",1,"A","955","priach","priach","priach","priach","5",2.8,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"955","PM-N","Aniseto-Caucho","N","24/11/22",2,"D","956","priach","priach","priach","priach","5",2.7,"Y","Y","N","R195",NA,NA,NA,2022-11-24,"2022"
"956","PM-N","Aniseto-Caucho","N","24/11/22",3,"C","957","priach","priach","priach","priach","5",1.3,"Y","Y","N","938",NA,NA,NA,2022-11-24,"2022"
"957","PM-N","Aniseto-Caucho","N","24/11/22",3,"D","958","priach","priach","priach","priach","5",1.7,"Y","Y","N","958",NA,NA,NA,2022-11-24,"2022"
"958","PM-N","Aniseto-Caucho","N","24/11/22",4,"D","959","boaboa","boaboa","trajor","trajor","5",5.2,"Y","Y","N","935",NA,NA,NA,2022-11-24,"2022"
"959","GP-N","Aniseto-Caucho","N","25/11/22",1,"A","960","priach","priach","priach","priach","3000",2.8,"Y","Y","N","960",NA,NA,NA,2022-11-25,"2022"
"960","GP-N","Aniseto-Caucho","N","25/11/22",1,"D","961","priach","priach","priach","priach","3000",3,"Y","Y","N","961",NA,NA,NA,2022-11-25,"2022"
"961","GP-C","Aniseto-Caucho","C","25/11/22",2,"B","962","priach","priach","priach","priach","4000",2.6,"Y","Y","N","962",NA,NA,NA,2022-11-25,"2022"
"962","GP-C","Aniseto-Caucho","C","25/11/22",2,"C","963","priach","priach","priach","priach","4000",2.5,"Y","Y","N","963",NA,NA,NA,2022-11-25,"2022"
"963","GP-C","Aniseto-Caucho","C","25/11/22",3,"C","964","barpul","barpul","barpul","barpul","4000",1.8,"Y","Y","N","964",NA,NA,NA,2022-11-25,"2022"
"964","GP-C","Aniseto-Caucho","C","25/11/22",4,"B","965","priach","priach","priach","priach","4000",3.7,"Y","Y","N","961",NA,NA,NA,2022-11-25,"2022"
"965","GP-C","Aniseto-Caucho","C","25/11/22",4,"B","966","priach","priach","priach","priach","4000",2.3,"Y","Y","N","963",NA,NA,NA,2022-11-25,"2022"
"966","PM-N","Aniseto-Caucho","N","26/11/22",1,"B","967","priach","priach","priach","priach","5",2.7,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"967","PM-N","Aniseto-Caucho","N","26/11/22",1,"C","968","priach","priach","priach","priach","5",2.5,"Y","Y","N","968",NA,NA,NA,2022-11-26,"2022"
"968","PM-N","Aniseto-Caucho","N","26/11/22",1,"D","969","priach","priach","priach","priach","5",2.4,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"969","PM-N","Aniseto-Caucho","N","26/11/22",2,"A","970","priach","priach","priach","priach","5",2.4,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"970","PM-N","Aniseto-Caucho","N","26/11/22",2,"D","971","priach","priach","priach","priach","5",2.5,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"971","PM-N","Aniseto-Caucho","N","26/11/22",2,"D","972","priach","priach","priach","priach","5",2.5,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"972","PM-N","Aniseto-Caucho","N","26/11/22",3,"A","973","boapel","boapel","priach","priach","5",5,"Y","Y","N","973",NA,NA,NA,2022-11-26,"2022"
"973","PM-N","Aniseto-Caucho","N","26/11/22",3,"C","974","priach","priach","priach","priach","5",2.2,"Y","Y","N","968",NA,NA,NA,2022-11-26,"2022"
"974","PM-N","Aniseto-Caucho","N","26/11/22",3,"C","975","priach","priach","priach","priach","5",3.5,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"975","PM-N","Aniseto-Caucho","N","26/11/22",3,"D","976","pri?","pri?",NA,NA,"5",1.6,"Y","Y","N","976",NA,NA,NA,2022-11-26,"2022"
"976","PM-N","Aniseto-Caucho","N","26/11/22",3,"D","977","prisub","prisub","prisub","prisub","5",2.5,"Y","Y","N","977",NA,NA,NA,2022-11-26,"2022"
"977","PM-N","Aniseto-Caucho","N","26/11/22",4,"A","978","priach","priach","priach","priach","5",2.3,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"978","PM-N","Aniseto-Caucho","N","26/11/22",4,"A","979","priach","priach","priach","priach","5",2.5,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"979","PM-N","Aniseto-Caucho","N","26/11/22",4,"B","980","priach","priach","priach","priach","5",2.5,"Y","Y","N","968",NA,NA,NA,2022-11-26,"2022"
"980","PM-N","Aniseto-Caucho","N","26/11/22",4,"D","981","priach","priach","priach","priach","5",3,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"981","PM-N","Aniseto-Caucho","N","26/11/22",4,"D","982","pri?","pri?",NA,NA,"5",1.5,"Y","Y","N","976",NA,NA,NA,2022-11-26,"2022"
"982","PM-C","Aniseto-Caucho","C","26/11/22",1,"C","983","priach","priach","priach","priach","20",2.2,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"983","PM-C","Aniseto-Caucho","C","26/11/22",1,"C","984","priach","priach","priach","priach","20",2.7,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"984","PM-C","Aniseto-Caucho","C","26/11/22",1,"D","985","priach","priach","priach","priach","20",3,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"985","PM-C","Aniseto-Caucho","C","26/11/22",2,"C","986","priach","priach","priach","priach","20",2.4,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"986","PM-C","Aniseto-Caucho","C","26/11/22",3,"C","987","priach","priach","priach","priach","20",3.3,"Y","Y","N","968",NA,NA,NA,2022-11-26,"2022"
"987","PM-C","Aniseto-Caucho","C","26/11/22",4,"A","988","scitsa","scitsa","priach","priach","20",3,"Y","Y","N","988",NA,NA,NA,2022-11-26,"2022"
"988","PM-C","Aniseto-Caucho","C","26/11/22",4,"B","989","priach","priach","priach","priach","20",2.5,"Y","Y","N","967",NA,NA,NA,2022-11-26,"2022"
"989","PM-C","Aniseto-Caucho","C","26/11/22",4,"B","990","priach","priach","priach","priach","20",2.1,"Y","Y","N","968",NA,NA,NA,2022-11-26,"2022"
"990","VC-N","Aniseto-Caucho","N","27/11/22",1,"B","991","priach","priach","priach","priach","500",2.7,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"991","VC-N","Aniseto-Caucho","N","27/11/22",1,"C","992","priach","priach","priach","priach","500",3.5,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"992","VC-N","Aniseto-Caucho","N","27/11/22",1,"C","993","priach","priach","priach","priach","500",3.6,"Y","Y","N","993",NA,NA,NA,2022-11-27,"2022"
"993","VC-N","Aniseto-Caucho","N","27/11/22",2,"B","994","priach","priach","priach","priach","500",2.5,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"994","VC-N","Aniseto-Caucho","N","27/11/22",2,"B","995","priach","priach","priach","priach","500",3.5,"Y","Y","N","995",NA,NA,NA,2022-11-27,"2022"
"995","VC-N","Aniseto-Caucho","N","27/11/22",2,"C","996","priach","priach","priach","priach","500",2.4,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"996","VC-N","Aniseto-Caucho","N","27/11/22",3,"A","997","priach","priach","priach","priach","500",2.5,"Y","Y","N","993",NA,NA,NA,2022-11-27,"2022"
"997","VC-N","Aniseto-Caucho","N","27/11/22",3,"A","998","priach","priach","priach","priach","500",1.5,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"998","VC-N","Aniseto-Caucho","N","27/11/22",3,"D","999","priach","priach","priach","priach","500",3.5,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"999","VC-N","Aniseto-Caucho","N","27/11/22",3,"D","1000","priach","priach","priach","priach","500",3.5,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"1000","VC-N","Aniseto-Caucho","N","27/11/22",3,"D","1001","priach","priach","priach","priach","500",2.7,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"1001","VC-N","Aniseto-Caucho","N","27/11/22",3,"D","1002","priach","priach","priach","priach","500",2.6,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"1002","VC-N","Aniseto-Caucho","N","27/11/22",4,"A","1003","priach","priach","priach","priach","500",2.7,"Y","Y","N","995",NA,NA,NA,2022-11-27,"2022"
"1003","VC-N","Aniseto-Caucho","N","27/11/22",4,"C","1004","priach","priach","priach","priach","500",2.3,"Y","Y","N","1004",NA,NA,NA,2022-11-27,"2022"
"1004","VC-N","Aniseto-Caucho","N","27/11/22",4,"C","1005","priach","priach","priach","priach","500",2.3,"Y","Y","N","1004",NA,NA,NA,2022-11-27,"2022"
"1005","VC-N","Aniseto-Caucho","N","27/11/22",4,"C","1006","priach","priach","priach","priach","500",4.2,"Y","Y","N","1006",NA,NA,NA,2022-11-27,"2022"
"1006","VC-N","Aniseto-Caucho","N","27/11/22",4,"C","1007","priach","priach","priach","priach","500",3,"Y","Y","N","995",NA,NA,NA,2022-11-27,"2022"
"1007","VC-N","Aniseto-Caucho","N","27/11/22",4,"D","1008","priach","priach","priach","priach","500",4,"Y","Y","N","1008",NA,NA,NA,2022-11-27,"2022"
"1008","VC-N","Aniseto-Caucho","N","27/11/22",4,"D","1009","priach","priach","priach","priach","500",2.6,"Y","Y","N","1009",NA,NA,NA,2022-11-27,"2022"
"1009","VC-N","Aniseto-Caucho","N","27/11/22",1,"D","1010","priach","priach","priach","priach","500",3.8,"Y","Y","N","1008",NA,NA,NA,2022-11-27,"2022"
"1010","FCAT-B3","Aniseto-Caucho","B","27/11/22",1,"B","1011","priach","priach","priach","priach","2000",3.6,"Y","Y","N","1004",NA,NA,NA,2022-11-27,"2022"
"1011","FCAT-B3","Aniseto-Caucho","B","27/11/22",1,"B","1012","priach","priach","priach","priach","2000",3,"Y","Y","N","1008",NA,NA,NA,2022-11-27,"2022"
"1012","FCAT-B3","Aniseto-Caucho","B","27/11/22",1,"C","1013","priach","priach","priach","priach","2000",2.5,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"1013","FCAT-B3","Aniseto-Caucho","B","27/11/22",1,"D","1014","priach","priach","priach","priach","2000",2.6,"Y","Y","N","1004",NA,NA,NA,2022-11-27,"2022"
"1014","FCAT-B3","Aniseto-Caucho","B","27/11/22",2,"A","1015","priach","priach","priach","priach","2000",2.8,"Y","Y","N","1008",NA,NA,NA,2022-11-27,"2022"
"1015","FCAT-B3","Aniseto-Caucho","B","27/11/22",2,"B","1016","pri?","pri?","prisp","Sequence","2000",1.8,"Y","Y","N","1016","colectado",NA,NA,2022-11-27,"2022"
"1016","FCAT-B3","Aniseto-Caucho","B","27/11/22",2,"B","1017","priach","priach","priach","priach","2000",4.2,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"1017","FCAT-B3","Aniseto-Caucho","B","27/11/22",2,"C","1018","priach","priach","priach","priach","2000",2.6,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"1018","FCAT-B3","Aniseto-Caucho","B","27/11/22",2,"D","1019","priach","priach","priach","priach","2000",2.5,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"1019","FCAT-B3","Aniseto-Caucho","B","27/11/22",3,"B","1020","priach","priach","priach","priach","2000",3.2,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"1020","FCAT-B3","Aniseto-Caucho","B","27/11/22",3,"B","1021","priach","priach","priach","priach","2000",2.1,"Y","Y","N","1006",NA,NA,NA,2022-11-27,"2022"
"1021","FCAT-B3","Aniseto-Caucho","B","27/11/22",3,"D","1022","priach","priach","priach","priach","2000",3.5,"Y","Y","N","1022",NA,NA,NA,2022-11-27,"2022"
"1022","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"A","1023","barpul","barpul","barpul","barpul","2000",2.4,"Y","Y","N","1023",NA,NA,NA,2022-11-27,"2022"
"1023","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"A","1024","priach","priach","priach","priach","2000",3.9,"Y","Y","N","1024",NA,NA,NA,2022-11-27,"2022"
"1024","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"A","1025","priach","priach","priach","priach","2000",3,"Y","Y","N","1006",NA,NA,NA,2022-11-27,"2022"
"1025","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"B","1026","priach","priach","priach","priach","2000",3.8,"Y","Y","N","1008",NA,NA,NA,2022-11-27,"2022"
"1026","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"B","1027","priach","priach","priach","priach","2000",3.5,"Y","Y","N","1022",NA,NA,NA,2022-11-27,"2022"
"1027","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"B","1028","priach","priach","priach","priach","2000",3.7,"Y","Y","N","999",NA,NA,NA,2022-11-27,"2022"
"1028","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"B","1029","priach","priach","priach","priach","2000",2.6,"Y","Y","N","1006",NA,NA,NA,2022-11-27,"2022"
"1029","FCAT-B3","Aniseto-Caucho","B","27/11/22",4,"D","1030","priach","priach","priach","priach","2000",2.7,"Y","Y","N","991",NA,NA,NA,2022-11-27,"2022"
"1030","PV-N","Aniseto-Caucho","N","28/11/22",1,"A","1031","priach","priach","priach","priach","200",2.7,"Y","Y","N","1031",NA,NA,NA,2022-11-28,"2022"
"1031","PV-N","Aniseto-Caucho","N","28/11/22",1,"A","1032","priach","priach","priach","priach","200",3.7,"Y","Y","N","1032",NA,NA,NA,2022-11-28,"2022"
"1032","PV-N","Aniseto-Caucho","N","28/11/22",1,"A","1033","priach","priach","priach","priach","200",2.5,"Y","Y","N","1031",NA,NA,NA,2022-11-28,"2022"
"1033","PV-N","Aniseto-Caucho","N","28/11/22",1,"B","1034","priach","priach","priach","priach","200",2.5,"Y","Y","N","1031",NA,NA,NA,2022-11-28,"2022"
